dataset,seed,t,J,silhouette,margin,error,g,entanglement_proxy_E,delta_accuracy_vs_J0
EMNIST Balanced,11,1.0,0.4,0.3052702313607267,0.5132346843361092,0.2484066724845469,0.570098243212289,0.7065649304658495,0.02037912034292651
EMNIST Balanced,23,1.0,0.4,0.32569583920277734,0.5163557644216753,0.23371035678945468,0.608341246834998,0.6952514422667093,0.012917742209801436
EMNIST Balanced,37,1.0,0.4,0.32402400396101505,0.5150759953229831,0.21887397833085806,0.6202260209531401,0.7017730082138196,0.015757294385971163
EMNIST Balanced,47,1.0,0.4,0.32307427330358596,0.5005901894988585,0.2282874337196743,0.5953770290827701,0.702760217366045,0.01161728209165058
EMNIST Balanced,59,1.0,0.4,0.32373427475134114,0.5085827343549525,0.23760785959065317,0.5947091495156405,0.6227127705579669,0.01488181649593463
EMNIST Balanced,11,1.25,0.0,0.27391471988073923,0.4048759649508867,0.22321529106417326,0.4555753937674526,0.2931962965453499,0.009656458900175418
EMNIST Balanced,23,1.25,0.0,0.28968328349692735,0.427270913386484,0.22432911952679105,0.4926250773566203,0.30061335288456004,0.013560834777423151
EMNIST Balanced,37,1.25,0.0,0.2966701099181194,0.42109287027343767,0.21993968859572086,0.49782329159583616,0.30198853142569687,0.00983012892835655
EMNIST Balanced,47,1.25,0.0,0.2868009933876652,0.3974984069327967,0.22150750747228962,0.46279189284817224,0.2917093725040105,0.011545779946658735
EMNIST Balanced,59,1.25,0.0,0.273082946743999,0.4237451055260189,0.21884222453114108,0.47798582773887677,0.2877351266786506,0.011976030816640936
EMNIST Balanced,11,1.25,0.03,0.28664971988073923,0.4220659649508867,0.21771029106417325,0.49100539376745267,0.3425762965453499,0.011348458900175417
EMNIST Balanced,23,1.25,0.03,0.30241828349692734,0.444460913386484,0.21882411952679104,0.5280550773566204,0.34999335288456,0.01525283477742315
EMNIST Balanced,37,1.25,0.03,0.30940510991811937,0.4382828702734377,0.21443468859572085,0.5332532915958361,0.35136853142569685,0.01152212892835655
EMNIST Balanced,47,1.25,0.03,0.2995359933876652,0.41468840693279674,0.2160025074722896,0.49822189284817225,0.3410893725040105,0.013237779946658734
EMNIST Balanced,59,1.25,0.03,0.285817946743999,0.44093510552601894,0.21333722453114107,0.513415827738877,0.33711512667865057,0.013668030816640935
EMNIST Balanced,11,1.25,0.06,0.29785471988073925,0.43763596495088664,0.21319529106417326,0.5222953937674526,0.3887162965453499,0.012824458900175419
EMNIST Balanced,23,1.25,0.06,0.31362328349692736,0.46003091338648394,0.21430911952679105,0.5593450773566202,0.39613335288456003,0.01672883477742315
EMNIST Balanced,37,1.25,0.06,0.3206101099181194,0.4538528702734376,0.20991968859572085,0.5645432915958362,0.39750853142569686,0.01299812892835655
EMNIST Balanced,47,1.25,0.06,0.3107409933876652,0.4302584069327966,0.21148750747228962,0.5295118928481722,0.3872293725040105,0.014713779946658736
EMNIST Balanced,59,1.25,0.06,0.29702294674399904,0.45650510552601886,0.20882222453114108,0.5447058277388768,0.3832551266786506,0.015144030816640936
EMNIST Balanced,11,1.25,0.1,0.3104147198807392,0.45587596495088667,0.20871529106417328,0.5575753937674526,0.44519629654534987,0.014456458900175419
EMNIST Balanced,23,1.25,0.1,0.3261832834969273,0.478270913386484,0.20982911952679106,0.5946250773566203,0.45261335288456,0.018360834777423153
EMNIST Balanced,37,1.25,0.1,0.33317010991811935,0.47209287027343766,0.20543968859572087,0.5998232915958361,0.45398853142569684,0.01463012892835655
EMNIST Balanced,47,1.25,0.1,0.32330099338766516,0.44849840693279663,0.20700750747228963,0.5647918928481721,0.4437093725040105,0.016345779946658735
EMNIST Balanced,59,1.25,0.1,0.309582946743999,0.4747451055260189,0.2043422245311411,0.5799858277388767,0.43973512667865056,0.016776030816640936
EMNIST Balanced,11,1.25,0.15,0.32228971988073923,0.47462596495088666,0.20559029106417326,0.5913253937674526,0.5076962965453499,0.015956458900175417
EMNIST Balanced,23,1.25,0.15,0.33805828349692735,0.49702091338648396,0.20670411952679105,0.6283750773566202,0.5151133528845601,0.01986083477742315
EMNIST Balanced,37,1.25,0.15,0.3450451099181194,0.49084287027343765,0.20231468859572085,0.6335732915958362,0.5164885314256968,0.01613012892835655
EMNIST Balanced,47,1.25,0.15,0.3351759933876652,0.4672484069327967,0.20388250747228961,0.5985418928481723,0.5062093725040105,0.017845779946658733
EMNIST Balanced,59,1.25,0.15,0.321457946743999,0.4934951055260189,0.20121722453114108,0.6137358277388768,0.5022351266786506,0.018276030816640934
EMNIST Balanced,11,1.25,0.22,0.3317747198807392,0.4933159649508867,0.20583529106417325,0.6192553937674528,0.5800762965453499,0.017048458900175416
EMNIST Balanced,23,1.25,0.22,0.3475432834969273,0.515710913386484,0.20694911952679104,0.6563050773566202,0.5874933528845601,0.02095283477742315
EMNIST Balanced,37,1.25,0.22,0.35453010991811934,0.5095328702734377,0.20255968859572085,0.6615032915958363,0.5888685314256968,0.017222128928356548
EMNIST Balanced,47,1.25,0.22,0.34466099338766515,0.48593840693279666,0.2041275074722896,0.6264718928481722,0.5785893725040105,0.018937779946658732
EMNIST Balanced,59,1.25,0.22,0.330942946743999,0.5121851055260189,0.20146222453114107,0.6416658277388769,0.5746151266786506,0.019368030816640933
EMNIST Balanced,11,1.25,0.3,0.33241471988073923,0.5038759649508867,0.21271529106417328,0.6235753937674526,0.6411962965453499,0.016856458900175418
EMNIST Balanced,23,1.25,0.3,0.34818328349692734,0.526270913386484,0.21382911952679107,0.6606250773566203,0.6486133528845601,0.020760834777423152
EMNIST Balanced,37,1.25,0.3,0.35517010991811937,0.5200928702734378,0.20943968859572087,0.6658232915958362,0.6499885314256969,0.01703012892835655
EMNIST Balanced,47,1.25,0.3,0.3453009933876652,0.4964984069327967,0.21100750747228963,0.6307918928481722,0.6397093725040106,0.018745779946658735
EMNIST Balanced,59,1.25,0.3,0.331582946743999,0.5227451055260189,0.2083422245311411,0.6459858277388768,0.6357351266786506,0.019176030816640936
EMNIST Balanced,11,1.25,0.4,0.31791471988073927,0.5008759649508867,0.23121529106417327,0.5875753937674527,0.6851962965453499,0.014456458900175419
EMNIST Balanced,23,1.25,0.4,0.3336832834969274,0.523270913386484,0.23232911952679106,0.6246250773566203,0.69261335288456,0.018360834777423153
EMNIST Balanced,37,1.25,0.4,0.3406701099181194,0.5170928702734378,0.22793968859572086,0.6298232915958363,0.6939885314256968,0.01463012892835655
EMNIST Balanced,47,1.25,0.4,0.3308009933876652,0.4934984069327967,0.22950750747228962,0.5947918928481722,0.6837093725040105,0.016345779946658735
EMNIST Balanced,59,1.25,0.4,0.31708294674399906,0.5197451055260189,0.22684222453114108,0.6099858277388769,0.6797351266786505,0.016776030816640936
EMNIST Balanced,11,1.5,0.0,0.30187132773496517,0.40205568747207526,0.23171253436453043,0.47221448084251005,0.30214404439878906,0.007819151594236795
EMNIST Balanced,23,1.5,0.0,0.2773208048336412,0.4018754880409904,0.2117389579951009,0.4674573348795307,0.2923024620174875,0.009928405749696102
EMNIST Balanced,37,1.5,0.0,0.3161677057604861,0.42627288354817783,0.23030993177635883,0.512130657532305,0.3008831124499729,0.010171864376739169
EMNIST Balanced,47,1.5,0.0,0.303884288351168,0.44811361576567177,0.21704923727302328,0.5349486668438165,0.3055914623110421,-0.00049285213393707
EMNIST Balanced,59,1.5,0.0,0.2961516602223893,0.4055477020097154,0.2373316100405976,0.4643677521915071,0.3061299068043475,0.011735910663703976
EMNIST Balanced,11,1.5,0.03,0.31460632773496516,0.4192456874720753,0.22620753436453042,0.50764448084251,0.35152404439878904,0.009511151594236794
EMNIST Balanced,23,1.5,0.03,0.2900558048336412,0.4190654880409904,0.20623395799510089,0.5028873348795306,0.3416824620174875,0.0116204057496961
EMNIST Balanced,37,1.5,0.03,0.3289027057604861,0.44346288354817787,0.22480493177635882,0.5475606575323051,0.3502631124499729,0.011863864376739168
EMNIST Balanced,47,1.5,0.03,0.316619288351168,0.4653036157656718,0.21154423727302324,0.5703786668438167,0.3549714623110421,0.001199147866062929
EMNIST Balanced,59,1.5,0.03,0.3088866602223893,0.42273770200971544,0.2318266100405976,0.49979775219150724,0.35550990680434746,0.013427910663703975
EMNIST Balanced,11,1.5,0.06,0.3258113277349652,0.4348156874720752,0.22169253436453043,0.53893448084251,0.39766404439878905,0.010987151594236796
EMNIST Balanced,23,1.5,0.06,0.3012608048336412,0.4346354880409904,0.2017189579951009,0.5341773348795307,0.3878224620174875,0.013096405749696102
EMNIST Balanced,37,1.5,0.06,0.3401077057604861,0.4590328835481778,0.22028993177635883,0.578850657532305,0.3964031124499729,0.01333986437673917
EMNIST Balanced,47,1.5,0.06,0.327824288351168,0.4808736157656717,0.20702923727302325,0.6016686668438165,0.4011114623110421,0.0026751478660629307
EMNIST Balanced,59,1.5,0.06,0.32009166022238933,0.43830770200971536,0.2273116100405976,0.5310877521915071,0.4016499068043475,0.014903910663703977
EMNIST Balanced,11,1.5,0.1,0.33837132773496514,0.45305568747207525,0.21721253436453045,0.5742144808425099,0.454144044398789,0.012619151594236796
EMNIST Balanced,23,1.5,0.1,0.31382080483364116,0.4528754880409904,0.1972389579951009,0.5694573348795307,0.44430246201748747,0.014728405749696102
EMNIST Balanced,37,1.5,0.1,0.35266770576048606,0.4772728835481778,0.21580993177635885,0.614130657532305,0.45288311244997287,0.014971864376739169
EMNIST Balanced,47,1.5,0.1,0.34038428835116796,0.49911361576567176,0.20254923727302326,0.6369486668438165,0.4575914623110421,0.0043071478660629305
EMNIST Balanced,59,1.5,0.1,0.3326516602223893,0.4565477020097154,0.22283161004059762,0.5663677521915071,0.45812990680434745,0.016535910663703975
EMNIST Balanced,11,1.5,0.15,0.35024632773496517,0.47180568747207524,0.21408753436453043,0.60796448084251,0.516644044398789,0.014119151594236793
EMNIST Balanced,23,1.5,0.15,0.3256958048336412,0.47162548804099036,0.1941139579951009,0.6032073348795307,0.5068024620174875,0.016228405749696098
EMNIST Balanced,37,1.5,0.15,0.3645427057604861,0.4960228835481778,0.21268493177635883,0.6478806575323051,0.5153831124499728,0.016471864376739167
EMNIST Balanced,47,1.5,0.15,0.352259288351168,0.5178636157656717,0.19942423727302327,0.6706986668438164,0.5200914623110421,0.005807147866062928
EMNIST Balanced,59,1.5,0.15,0.3445266602223893,0.4752977020097154,0.2197066100405976,0.6001177521915071,0.5206299068043475,0.018035910663703972
EMNIST Balanced,11,1.5,0.22,0.35973132773496513,0.4904956874720753,0.21433253436453042,0.63589448084251,0.589024044398789,0.015211151594236793
EMNIST Balanced,23,1.5,0.22,0.33518080483364115,0.49031548804099045,0.1943589579951009,0.6311373348795308,0.5791824620174875,0.017320405749696097
EMNIST Balanced,37,1.5,0.22,0.37402770576048605,0.5147128835481779,0.21292993177635883,0.6758106575323051,0.5877631124499728,0.017563864376739166
EMNIST Balanced,47,1.5,0.22,0.36174428835116795,0.5365536157656718,0.19966923727302327,0.6986286668438164,0.5924714623110421,0.0068991478660629275
EMNIST Balanced,59,1.5,0.22,0.3540116602223893,0.4939877020097154,0.2199516100405976,0.6280477521915071,0.5930099068043475,0.01912791066370397
EMNIST Balanced,11,1.5,0.3,0.36037132773496516,0.5010556874720753,0.22121253436453045,0.64021448084251,0.650144044398789,0.015019151594236795
EMNIST Balanced,23,1.5,0.3,0.3358208048336412,0.5008754880409905,0.20123895799510091,0.6354573348795307,0.6403024620174875,0.0171284057496961
EMNIST Balanced,37,1.5,0.3,0.3746677057604861,0.5252728835481779,0.21980993177635885,0.6801306575323052,0.6488831124499729,0.01737186437673917
EMNIST Balanced,47,1.5,0.3,0.362384288351168,0.5471136157656717,0.20654923727302327,0.7029486668438165,0.6535914623110421,0.00670714786606293
EMNIST Balanced,59,1.5,0.3,0.3546516602223893,0.5045477020097154,0.22683161004059763,0.6323677521915072,0.6541299068043476,0.018935910663703974
EMNIST Balanced,11,1.5,0.4,0.3458713277349652,0.4980556874720752,0.23971253436453044,0.60421448084251,0.694144044398789,0.012619151594236796
EMNIST Balanced,23,1.5,0.4,0.3213208048336412,0.49787548804099035,0.2197389579951009,0.5994573348795307,0.6843024620174875,0.014728405749696102
EMNIST Balanced,37,1.5,0.4,0.3601677057604861,0.5222728835481778,0.23830993177635884,0.6441306575323051,0.6928831124499728,0.014971864376739169
EMNIST Balanced,47,1.5,0.4,0.347884288351168,0.5441136157656716,0.22504923727302328,0.6669486668438164,0.6975914623110421,0.0043071478660629305
EMNIST Balanced,59,1.5,0.4,0.34015166022238935,0.5015477020097153,0.24533161004059761,0.5963677521915072,0.6981299068043475,0.016535910663703975
EMNIST Balanced,11,2.0,0.0,0.3007323109989942,0.408459916866049,0.2376948092405889,0.4714974186244543,0.281815287097995,0.010504328416784055
EMNIST Balanced,23,2.0,0.0,0.31456195499663236,0.4216112681086164,0.23336468559137416,0.5028085375138746,0.29865171030968557,0.008891885655038878
EMNIST Balanced,37,2.0,0.0,0.3103826822283042,0.43568723723125563,0.22889803265211292,0.5171718868074469,0.27221331118134,0.020080474741943553
EMNIST Balanced,47,2.0,0.0,0.3054256309663859,0.42705888941297726,0.22243278308016795,0.5100517372991953,0.2955942975225004,0.00573041378313492
EMNIST Balanced,59,2.0,0.0,0.3206172019619186,0.4186655243761235,0.24284492122717086,0.4964378051108713,0.3101579931262952,0.010080164055225443
EMNIST Balanced,11,2.0,0.03,0.3134673109989942,0.425649916866049,0.23218980924058888,0.5069274186244545,0.331195287097995,0.012196328416784055
EMNIST Balanced,23,2.0,0.03,0.32729695499663236,0.4388012681086164,0.22785968559137415,0.5382385375138746,0.34803171030968555,0.010583885655038877
EMNIST Balanced,37,2.0,0.03,0.32311768222830417,0.45287723723125567,0.2233930326521129,0.5526018868074469,0.32159331118134,0.02177247474194355
EMNIST Balanced,47,2.0,0.03,0.3181606309663859,0.4442488894129773,0.21692778308016794,0.5454817372991954,0.34497429752250036,0.007422413783134919
EMNIST Balanced,59,2.0,0.03,0.3333522019619186,0.4358555243761235,0.23733992122717085,0.5318678051108713,0.3595379931262952,0.011772164055225442
EMNIST Balanced,11,2.0,0.06,0.32467231099899424,0.4412199168660489,0.2276748092405889,0.5382174186244542,0.377335287097995,0.013672328416784056
EMNIST Balanced,23,2.0,0.06,0.3385019549966324,0.4543712681086163,0.22334468559137416,0.5695285375138746,0.39417171030968556,0.012059885655038878
EMNIST Balanced,37,2.0,0.06,0.3343226822283042,0.46844723723125553,0.21887803265211292,0.5838918868074467,0.36773331118134,0.023248474741943553
EMNIST Balanced,47,2.0,0.06,0.32936563096638594,0.45981888941297716,0.21241278308016795,0.5767717372991951,0.3911142975225004,0.00889841378313492
EMNIST Balanced,59,2.0,0.06,0.34455720196191864,0.4514255243761234,0.23282492122717086,0.5631578051108712,0.4056779931262952,0.013248164055225444
EMNIST Balanced,11,2.0,0.1,0.3372323109989942,0.4594599168660489,0.2231948092405889,0.5734974186244542,0.433815287097995,0.015304328416784056
EMNIST Balanced,23,2.0,0.1,0.35106195499663234,0.4726112681086163,0.21886468559137418,0.6048085375138744,0.45065171030968554,0.013691885655038878
EMNIST Balanced,37,2.0,0.1,0.34688268222830415,0.48668723723125557,0.21439803265211294,0.6191718868074467,0.42421331118134,0.024880474741943555
EMNIST Balanced,47,2.0,0.1,0.3419256309663859,0.4780588894129772,0.20793278308016797,0.6120517372991952,0.44759429752250035,0.01053041378313492
EMNIST Balanced,59,2.0,0.1,0.3571172019619186,0.4696655243761234,0.22834492122717087,0.5984378051108712,0.4621579931262952,0.014880164055225444
EMNIST Balanced,11,2.0,0.15,0.3491073109989942,0.47820991686604897,0.2200698092405889,0.6072474186244543,0.496315287097995,0.016804328416784052
EMNIST Balanced,23,2.0,0.15,0.36293695499663237,0.49136126810861636,0.21573968559137416,0.6385585375138746,0.5131517103096855,0.015191885655038876
EMNIST Balanced,37,2.0,0.15,0.3587576822283042,0.5054372372312557,0.21127303265211292,0.6529218868074469,0.48671331118134,0.02638047474194355
EMNIST Balanced,47,2.0,0.15,0.3538006309663859,0.49680888941297724,0.20480778308016795,0.6458017372991951,0.5100942975225004,0.012030413783134918
EMNIST Balanced,59,2.0,0.15,0.3689922019619186,0.48841552437612346,0.22521992122717086,0.6321878051108712,0.5246579931262952,0.01638016405522544
EMNIST Balanced,11,2.0,0.22,0.3585923109989942,0.49689991686604895,0.22031480924058888,0.6351774186244543,0.568695287097995,0.01789632841678405
EMNIST Balanced,23,2.0,0.22,0.37242195499663233,0.5100512681086163,0.21598468559137415,0.6664885375138745,0.5855317103096855,0.016283885655038875
EMNIST Balanced,37,2.0,0.22,0.36824268222830414,0.5241272372312555,0.21151803265211291,0.6808518868074468,0.55909331118134,0.027472474741943552
EMNIST Balanced,47,2.0,0.22,0.3632856309663859,0.5154988894129772,0.20505278308016794,0.6737317372991951,0.5824742975225004,0.013122413783134917
EMNIST Balanced,59,2.0,0.22,0.3784772019619186,0.5071055243761234,0.22546492122717085,0.6601178051108711,0.5970379931262952,0.01747216405522544
EMNIST Balanced,11,2.0,0.3,0.3592323109989942,0.507459916866049,0.2271948092405889,0.6394974186244543,0.6298152870979951,0.017704328416784054
EMNIST Balanced,23,2.0,0.3,0.37306195499663236,0.5206112681086164,0.22286468559137418,0.6708085375138745,0.6466517103096856,0.016091885655038878
EMNIST Balanced,37,2.0,0.3,0.36888268222830417,0.5346872372312557,0.21839803265211294,0.685171886807447,0.62021331118134,0.027280474741943554
EMNIST Balanced,47,2.0,0.3,0.3639256309663859,0.5260588894129772,0.21193278308016797,0.6780517372991951,0.6435942975225004,0.01293041378313492
EMNIST Balanced,59,2.0,0.3,0.3791172019619186,0.5176655243761235,0.23234492122717088,0.6644378051108712,0.6581579931262953,0.017280164055225443
EMNIST Balanced,11,2.0,0.4,0.34473231099899426,0.504459916866049,0.2456948092405889,0.6034974186244544,0.673815287097995,0.015304328416784056
EMNIST Balanced,23,2.0,0.4,0.3585619549966324,0.5176112681086164,0.24136468559137417,0.6348085375138747,0.6906517103096855,0.013691885655038878
